"content","score","appId","lang","label"
"Nul. Après achat, impossible de l'ouvrir car la licence n'est pas reconnue. Même pas pu tester ! J'espère que le remboursement fonctionne mieux.","1","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"déçu de cette application, quand j utilise le mode enregistrement l application plante régulièrement pendant l enregistrement de la trace du coup je me retrouve avec des portions de tout droit.","1","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Acheté, fonctionnait approximativement, ne fonctionne plus. Les cartes sont téléchargées mais ne sont plus affichées, ni sur Samsung note 9, ni mon Samsung A20.","1","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Toujours le même problème avec la version 1.36.6. Ok, appli fonctionne. Autre problème remarqué le mardi 7 mai. J'ai voulu faire un enregistrement de piste et je n'ai pas eu le fenêtre permettant de sélectionner le profit avant le démarrage (cocher dans les paramètres). À la fin de l'enregistrement, je n'ai pas eu la fenêtre des options d'exportation (cocher dans les paramètres) et je ne trouve pas la trace sur le smartphone. Samsung S7 android v 8.0.0","1","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Ne fonctionne plus depuis la dernière mise à jour.","1","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"cette appli a beaucoup de fonctions mais qui ne marchent que écran allumé. La fonction enregistrement de piste ne permet pas d'enregistrer de trace en fonction de paramètres comme distance.... Je regrette d'avoir acheté la version pro. Je vais désinstaller car le développeur ne comprends pas mes demandes.","1","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Ne fait pas ce qu'ils disent cheminement point par point comme open runner.","1","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Me rembourser svp","1","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Vous dites dans la version normale que en prenant la pro on n'a un guidage vocal ! Ben non il n'en n'est rien !!!!!","1","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Je rencontre un problème avec l'explorateur de fichier qui ne répond pas. Obligé de redémarrer l'application.","2","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"J'ai installé l'appli Pro pour l'option cartes hors ligne. Mais ce ne sont pas les mêmes qu'en ligne, elles sont beaucoup moins précise. L'option télécharger Open street map en local devait pourtant être simple à implémenter...","2","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"J'ai acheté l'application pour les cartes OpenStreetMap offline. Mais celles-ci sont disponibles uniquement online. Du coup pas de cartes offline avec des courbes de niveau, donc 100% inutiles","2","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Je ne sais pas où peut pas créer de trace GPX manuellement (directement en plaçant les points sur la carte) , malgré l achat version pro.","2","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Très encourageant, malgrés quelques imperfections....notamment avec IGN..Bretagne, ne se traduit par Brittany ! Sinon on le saurais !","2","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Il manque un avertisseur sonore lorsqu'on sort de la trace et un autre lorsqu'on est à nouveau sur la trace.","2","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Impossible de télécharger un fichier GPX qui marche avec la version gratuite","2","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Ne se centre plus sur ma position. Je dois passer par une vue plus large pour me retrouver et zoomer sur ma position. J'ai aussi perdu en précision lorsque j'enregistre une trace depuis les dernières mises à jour. C'est dommage car c'était mon application préférée. Celle que je conseille quand on me demande avec quoi je lis les fichiers gps.","2","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"J'ai acheté l'application car soit disant on pouvait naviguer avec les 
cartes OpenStreetMap offline mais rien à voir avec les cartes online, déçu.","2","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Je rencontre un problème avec l'explorateur de fichier qui ne répond pas. Obligé de redémarrer l'application.","2","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Ne se centre plus sur ma position. Je dois passer par une vue plus large pour me retrouver et zoomer sur ma position. J'ai aussi perdu en précision lorsque j'enregistre une trace depuis les dernières mises à jour. C'est dommage car c'était mon application préférée. Celle que je conseille quand on me demande avec quoi je lis les fichiers gps.","2","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Impossible de télécharger un fichier GPX qui marche avec la version gratuite","2","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Très encourageant, malgrés quelques imperfections....notamment avec IGN..Bretagne, ne se traduit par Brittany ! Sinon on le saurais !","2","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"J'ai installé l'appli Pro pour l'option cartes hors ligne. Mais ce ne sont pas les mêmes qu'en ligne, elles sont beaucoup moins précise. L'option télécharger Open street map en local devait pourtant être simple à implémenter...","2","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Il manque un avertisseur sonore lorsqu'on sort de la trace et un autre lorsqu'on est à nouveau sur la trace.","2","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Je ne sais pas où peut pas créer de trace GPX manuellement (directement en plaçant les points sur la carte) , malgré l achat version pro.","2","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"J'ai acheté l'application pour les cartes OpenStreetMap offline. Mais celles-ci sont disponibles uniquement online. Du coup pas de cartes offline avec des courbes de niveau, donc 100% inutiles","2","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"J'ai acheté l'application car soit disant on pouvait naviguer avec les 
cartes OpenStreetMap offline mais rien à voir avec les cartes online, déçu.","2","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Excellent pour enregistrer des pistes (au début il faut juste un peu chercher les fonctions) et pour la visualisation avec des cartes offline. Mais les fonctions d'analyses boguent et posent bien des problèmes. Version 5/2021 😡: il faut désactiver le suivi GPS pour visualiser une piste enregistrée.","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Un peu compliqué au départ. L'idéal serait d'avoir un mode d'emploi. Je reviens sur ma côte plus tard","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"appli intéressante ; peut faire beaucoup de choses mais nécessite un apprentissage approfondi pour personnaliser en fonction de ses propres besoins. l'exploitation de ses enregistrements n'est pas facile et peu intuitif. est-ce qu'il serait possible d'ajouter une fonction de sauvegarde de ses réglages pour pouvoir diffuser à d'autres, ses propres réglages, lorsqu'ils seront au point ?","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Voilà maintenant 1an que je l'utilise, l'application est complète mais il manque une fonction très utile ! La navigation ! pendant les randonnées impossible de savoir combien de kilomètres / temps il reste à parcourir... Il serait bien que l'application calcul mon tracé et me dise où j'en suis ! Autrement je suis entièrement satisfait 😁","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"A l'heure actuelle je note 3sur5 car après deux sorties de 10km. Le premier enregistrement j'ai eu des saut du gps de plusieurs km ce qui a faussé les données du parcours final. Et pour le deuxième tout c'est bien passé. A voir par la suite si ça continue dans le non sens.","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Le GPS bug tout le temps avec la version pro, alors qu avec la version gratuite ça fonctionne très bien. Faites quelque chose ! Avec Samsung S5e","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Bonne application de navigation en randonnée. Elle draine la batterie rapidement, dommage.","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Les cartes hors ligne bug","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Deux questions, Est il possible d'utiliser une carte ign offline ? Est il possible d'injecter une carte calibrée quelquonque ?","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Version pro très pratique. Cartes vectorielles précises. Je retire 2 étoiles car l'App n'accroche que rarement le GPS. Dès lors, difficile d'enregistrer une trace ou de se positionner sur la'carte.","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"it's working fine ,but after having made a reset of the app parameters, it no longer traces the routes. help.","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Cette application a l'air pas mal, cependant pendant son utilisation la 
carte n'arrête pas d'osciller de haut en bas durant tout le trajet ce qui 
rend le suivi assez compliqué, une solution pour y remédier ? Oneplus 2","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Carta no puedo zomar con qualidad en sathelite","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Pas moyen de désactiver les routes. J'aurais aimé avoir seulement les points GPS.","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Je n'ai pas trouvé de guidage vocal pour mes cartes gpx c'est bien genant","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Très bonne appli jusqu'à aujourd'hui, mais maintenant l'appli ne prend plus 
en compte la carte en ligne Google. Donc l'appli devient inutilisable.","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Pas mal, mais impossible d'enregistrer les traces que l'on pourrait créer, 
on ne peut que consulter des cartes, ouvrir mais pas sauver des gpx, 
enregistrer est une acquisition, ça mène à confusion !","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"L'enregistrement ne se fait pas quand l'écran est éteint.","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Un peu compliqué au départ. L'idéal serait d'avoir un mode d'emploi. Je reviens sur ma côte plus tard","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Excellent pour enregistrer des pistes (au début il faut juste un peu chercher les fonctions) et pour la visualisation avec des cartes offline. Mais les fonctions d'analyses boguent et posent bien des problèmes. Version 5/2021 😡: il faut désactiver le suivi GPS pour visualiser une piste enregistrée.","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Version pro très pratique. Cartes vectorielles précises. Je retire 2 étoiles car l'App n'accroche que rarement le GPS. Dès lors, difficile d'enregistrer une trace ou de se positionner sur la'carte.","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"it's working fine ,but after having made a reset of the app parameters, it no longer traces the routes. help.","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Les cartes hors ligne bug","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"A l'heure actuelle je note 3sur5 car après deux sorties de 10km. Le premier enregistrement j'ai eu des saut du gps de plusieurs km ce qui a faussé les données du parcours final. Et pour le deuxième tout c'est bien passé. A voir par la suite si ça continue dans le non sens.","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Le GPS bug tout le temps avec la version pro, alors qu avec la version gratuite ça fonctionne très bien. Faites quelque chose ! Avec Samsung S5e","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Bonne application de navigation en randonnée. Elle draine la batterie rapidement, dommage.","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Voilà maintenant 1an que je l'utilise, l'application est complète mais il manque une fonction très utile ! La navigation ! pendant les randonnées impossible de savoir combien de kilomètres / temps il reste à parcourir... Il serait bien que l'application calcul mon tracé et me dise où j'en suis ! Autrement je suis entièrement satisfait 😁","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Cette application a l'air pas mal, cependant pendant son utilisation la 
carte n'arrête pas d'osciller de haut en bas durant tout le trajet ce qui 
rend le suivi assez compliqué, une solution pour y remédier ? Oneplus 2","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"appli intéressante ; peut faire beaucoup de choses mais nécessite un apprentissage approfondi pour personnaliser en fonction de ses propres besoins. l'exploitation de ses enregistrements n'est pas facile et peu intuitif. est-ce qu'il serait possible d'ajouter une fonction de sauvegarde de ses réglages pour pouvoir diffuser à d'autres, ses propres réglages, lorsqu'ils seront au point ?","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Deux questions, Est il possible d'utiliser une carte ign offline ? Est il possible d'injecter une carte calibrée quelquonque ?","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Carta no puedo zomar con qualidad en sathelite","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Pas moyen de désactiver les routes. J'aurais aimé avoir seulement les points GPS.","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Je n'ai pas trouvé de guidage vocal pour mes cartes gpx c'est bien genant","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Très bonne appli jusqu'à aujourd'hui, mais maintenant l'appli ne prend plus 
en compte la carte en ligne Google. Donc l'appli devient inutilisable.","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Pas mal, mais impossible d'enregistrer les traces que l'on pourrait créer, 
on ne peut que consulter des cartes, ouvrir mais pas sauver des gpx, 
enregistrer est une acquisition, ça mène à confusion !","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"L'enregistrement ne se fait pas quand l'écran est éteint.","3","com.vecturagames.android.app.gpxviewer.pro","fr","negative"
"Bonne application. Possibilité de travailler sans réseau car cartes fournies.","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Logiciel convivial et fiable.","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Marche bien et plutôt facile à utiliser. Dommage pas de prise en compte de cardiofrequencemetre.","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Super pour les cartes hors connexion. Longue durée avec le mode aviob","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Très bonne application. Elle suffirait à l'ensemble de mes sorties en extérieur, si les 2 points suivants peuvent être amélioré: - l'enregistrement qui coupe sur mon smartphone Honor, Strava ne coupe plus mais l'Economisateur semblé encore posé des problèmes à GPX viewer. - l'ajout des sentiers balisés type GR, PR, VTT...(avec le label afficher) sur la carte OpenTopoMap et la carte topo hors ligne. Cette fonction est présente sur le site d'OpenTopoMap.","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"J'ai l'impression de trouver enfin ce que je recherche : une application qui me permet simplement d'afficher mes tracés sur une carte hors ligne ! Les autres appli semblent soit trop simples, soit trop compliquées. GPX viewer nécessite quand même quelques connaissances informatiques pour pouvoir le piloter en manuel 😎 la personnalisation n'est pas si aisée et le choix des cartes hors ligne est limité mais correct. Dommage que je n'ai pas connu la version Pro il y a 2 ans pour mon voyage !","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Bonne application , en l' achetant je pensais qu'il y aurait un guidage vocale , sa aurait été un geant. A quand le guidage vocale? En le comparant avec l' application "" mon itineraire"" , j' ai remarqué que l'option "" suivre mon gps"" permettant de réajuster la map lors des courbes, rond poind etc... n' est pas assez precis et un peu lent en temps réel, ce qui m' as un peu deçu honnêtement. Malgré tout cette application est très satisfaisante et assez complet.","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Bien, mais il manque une carte hors lignes pour sport à pieds avec les fontaines à eau potable mit en évidence et cours d'eau. La map Walkabout + piste cyclable montre les points d'eau d'OpenStreetMap mais ce n'est pas clair. Svp, ajoutez une map pour sports pédestres. J'aimerai aussi ajouter manuellement des waypoints. Là je dois passer pas Garmin Explore pour ajouter les points et ensuite ouvrir la collection Explor avec GPX viewer pro et ce n'est pas optimal.","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Bonjour, Serait il possible de disposer de cartes hors lignes avec des courbes de niveau SVP. Ceci est très important lorsque l'on se déplace en montagne et sauf erreur de ma part aucune carte hors ligne de ce type n'est disponible. Cela limite malheureusement grandement l'intérêt de l'appli. Merci et bonne journée  Hello, Would it be possible to have offline maps with contour lines SVP. This is very important when traveling in the mountains and to my knowledge there is no offline map of this type  available. This unfortunately greatly limits the interest of the app. Thank you and have a good day","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Application nettement au dessus du lot. Petit bémol malgré tout concernant les cartes hors-ligne , j'ai mis 6 mois pour trouver le bouton "" téléchargement "" qui se trouve très bas ... hors de l'écran du gsm ! Sinon app à consommer sans modération !","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Bravo! facile a utiliser, plusieurs vision de son trajet grace aux differentes cartes, d'une grande précision!. ... on peut directement voir que l'on s'est écarté du tracé. .. bref a recommander.... seul hic .... ca pompe de la batterie","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Application bien pratique et fiable. Manque juste une ou deux petites choses : possibilité de mettre et de laisser la carte dans le sens de notre navigation et rajouter des flèches de guidage.... Mais je m'en sers aussi bien en rando qu'en vélo et elle est top. Vous indique quand on sort du parcours mais sans insistence... Juste ce qu'il faut.","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Utilisation très simple avec les fonctionnalités essentielles. Dommage que l'on ne puisse pas prendre un abonnement aux cartes IGN dans l'application : j'enlève une étoile.","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Juste un petit bug. Parfois la flèche disparait sur le parcours ainsi que l affichage des graphiques sur la carte. Sinon super!","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Sympathique. Je recommande. Est-il possible d'utiliser le GPS normalement, c'est à dire avec la flèche qui nous guide la route d'un point de départ jusqu'au point d'arrivée ?","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Installé depuis 2 jours, et une fois utilisé sur un parcours de 110 km. A très bien fonctionné, rien à dire de négatif pour l'instant 👍","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"j'aime bien, le seul détail négatif, je trouve compliquer de partager des tracés en faisant suivre les image jpg rattachées aux marqueurs ajoutés...","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Je modifie mon avis à la hausse .L'application s'améliore.Mais il manque cruellement un widget de lancement rapide. J'ai la version pro depuis le début","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Super application, bien pratique. Mais depuis quelques mois plus aucun fichier GPX ne s'ouvrent. C'est très embêtant et je ne trouve pas de solution.","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"application peu utilisable car cartes imprécises et rafraîchissement défectueux... pas de réponse de l'éditeur pour les problèmes rencontrés... Navigator fonctionne beaucoup mieux...","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Pour un home trainer, c'est super ! A défaut d'une simulation de progression quand on visualise une video qui correspond au gpx on peut voir combien de km on a fait et où on est...","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Bonne application. Faut quand même la prendre en main. Il y a petit temps d'adaptation.","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Je la trouve très pratique pour le niveau familial de nos randos","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Quelques petits bugs mineurs, mais tellement pratique malgré tout !","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Bien, mais détail du relief moins précis que sur version de base dommage on paye","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"très bonne application fiable et facile d'utilisation !","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Pas toujours intuitif pour identifier le chemin à suivre. Question d'apprentissage personnel?","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Bien dans l'ensemble, toutefois imprécision dans le tracé des parcours.","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Simple, intuitif et efficace","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Manque le fléchage des directions suivantes sinon utilisation simple et carte accessible","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Très pratique une fois qu'on a compris le fonctionnement","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"En test, mais ne fonctionne pas sur tablette Fire.","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Depuis quelque temps, il est moins précis qu'avant.","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"bonne application rapide et réactive","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Précis, facile d'utilisation","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Bonne application avec cartes topo","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Simple et effectif","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"En pleine découverte de cette application, elle est prometteuse pour mes futurs voyages.","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Correspond a mon attente","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Médiocre plan hors connexion","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Facile d'utilisation","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"très facile à utiliser","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Manque outil rechercher","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Impec pour les randos","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Pas encore testé","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Tout ce qu'il me faut","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Ct stocker trajets?","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Un peu trop gourmand en batterie, sinon pas mal","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"très bon","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Tres bon","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Bonne application, déjà très complète, cependant il serait bien utile de pouvoir télécharger des cartes topographiques 1/15 et satellite hors lignes.","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"très bien","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Très bien","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Pas encore utilisée sur le terrain mais il manque une fonctionnalité : on 
peut changer le répertoire des cartes hors ligne mais pas de le définir sur 
la carte SD d'extension, donc mémoire limitée, cela m'oblige à desinstaller 
d'autres applications.","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Très bonne application, super pour usage rando4x4 . Ce qui serait génial 
c'est d'intégrer un tripmeter pour les roadbook avec la carte en arrière 
plan.","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Super pour visualiser des gpx et préparer ses parcours, moins bien avec le 
mode hors connexion","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"J'ai utilisé cette appli pendant une semaine pour un guidage sur les pistes 
de montagne. Mes attentes ont été satisfaites. Le guidage a toujours été 
préci. Une amélioration que j'apprécierais est au niveau les cartes 
off-line qui manquent de lisibilité. La plus pratique est l'open topo map 
et elle n'est malheureusement pas disponible hors-ligne.","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Facile à prendre en main et intuitive, l'appli tiens ses promesses.","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
"Fait son boulot..","4","com.vecturagames.android.app.gpxviewer.pro","fr","positive"
